locus_id,locus_name,locus_type,token,building,floor,zone,scale,dwell_category,sward_ids,sward_count,function,hazard_level,hazard_grade,tags,description,congestion_prone,sector_id,gateway_no,gateway_name,building_no,floor_no,location_x,location_y,locus_version
GW-268,wwt_2F_X03Y13,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-268,1,WORK,medium,2.0,,,False,Y1_SKHynix,268,wwt_2F_X03Y13,1.0,10.0,12.0,75.0,v2
GW-219,wwt_2F_X14Y21,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-219,1,WORK,medium,2.0,,,False,Y1_SKHynix,219,wwt_2F_X14Y21,1.0,10.0,76.0,25.0,v2
GW-175,wwt_B1F_X09Y21,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-175,1,WORK,medium,2.0,,,False,Y1_SKHynix,175,wwt_B1F_X09Y21,1.0,2.0,46.0,25.0,v2
GW-223,wwt_2F_X04Y04,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-223,1,WORK,medium,2.0,,,False,Y1_SKHynix,223,wwt_2F_X04Y04,1.0,10.0,17.0,130.0,v2
GW-281,wwt_2F_X01Y21_호이스트,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-281,1,WORK,medium,2.0,,,False,Y1_SKHynix,281,wwt_2F_X01Y21_호이스트,1.0,10.0,1.0,25.0,v2
GW-171,wwt_B1F_X03Y07,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-171,1,WORK,medium,2.0,,,False,Y1_SKHynix,171,wwt_B1F_X03Y07,1.0,2.0,11.0,111.0,v2
GW-269,wwt_2F_X12Y18,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-269,1,WORK,medium,2.0,,,False,Y1_SKHynix,269,wwt_2F_X12Y18,1.0,10.0,65.0,43.0,v2
GW-153,wwt_1F_X03Y22,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-153,1,WORK,medium,2.0,,,False,Y1_SKHynix,153,wwt_1F_X03Y22,1.0,3.0,11.0,18.0,v2
GW-168,wwt_B1F_X09Y17,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-168,1,WORK,medium,2.0,,,False,Y1_SKHynix,168,wwt_B1F_X09Y17,1.0,2.0,46.0,49.0,v2
GW-155,wwt_1F_X10Y04,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-155,1,WORK,medium,2.0,,,False,Y1_SKHynix,155,wwt_1F_X10Y04,1.0,3.0,52.0,130.0,v2
GW-158,wwt_1F_X10Y09,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-158,1,WORK,medium,2.0,,,False,Y1_SKHynix,158,wwt_1F_X10Y09,1.0,3.0,52.0,101.0,v2
GW-264,wwt_2F_X10Y03,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-264,1,WORK,medium,2.0,,,False,Y1_SKHynix,264,wwt_2F_X10Y03,1.0,10.0,52.0,137.0,v2
GW-178,wwt_B1F_X16Y23,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-178,1,WORK,medium,2.0,,,False,Y1_SKHynix,178,wwt_B1F_X16Y23,1.0,2.0,89.0,12.0,v2
GW-156,wwt_1F_X03Y18,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-156,1,WORK,medium,2.0,,,False,Y1_SKHynix,156,wwt_1F_X03Y18,1.0,3.0,11.0,44.0,v2
GW-167,wwt_B1F_X17Y05,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-167,1,WORK,medium,2.0,,,False,Y1_SKHynix,167,wwt_B1F_X17Y05,1.0,2.0,94.0,124.0,v2
GW-160,wwt_1F_X10Y18,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-160,1,WORK,medium,2.0,,,False,Y1_SKHynix,160,wwt_1F_X10Y18,1.0,3.0,52.0,43.0,v2
GW-267,wwt_2F_X13Y07,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-267,1,WORK,medium,2.0,,,False,Y1_SKHynix,267,wwt_2F_X13Y07,1.0,10.0,71.0,112.0,v2
GW-221,wwt_2F_X11Y13_휴게실,REST_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-221,1,REST,medium,2.0,,,False,Y1_SKHynix,221,wwt_2F_X11Y13_휴게실,1.0,10.0,59.0,75.0,v2
GW-165,wwt_1F_X09Y13,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-165,1,WORK,medium,2.0,,,False,Y1_SKHynix,165,wwt_1F_X09Y13,1.0,3.0,46.0,75.0,v2
GW-164,wwt_1F_X14Y18,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-164,1,WORK,medium,2.0,,,False,Y1_SKHynix,164,wwt_1F_X14Y18,1.0,3.0,76.0,43.0,v2
GW-152,wwt_1F_X10Y23,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-152,1,WORK,medium,2.0,,,False,Y1_SKHynix,152,wwt_1F_X10Y23,1.0,3.0,52.0,12.0,v2
GW-263,wwt_2F_X03Y17,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-263,1,WORK,medium,2.0,,,False,Y1_SKHynix,263,wwt_2F_X03Y17,1.0,10.0,12.0,49.0,v2
GW-174,wwt_B1F_X12Y08,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-174,1,WORK,medium,2.0,,,False,Y1_SKHynix,174,wwt_B1F_X12Y08,1.0,2.0,65.0,106.0,v2
GW-181,wwt_B1F_X04Y11,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-181,1,WORK,medium,2.0,,,False,Y1_SKHynix,181,wwt_B1F_X04Y11,1.0,2.0,13.0,88.0,v2
GW-169,wwt_B1F_X17Y13,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-169,1,WORK,medium,2.0,,,False,Y1_SKHynix,169,wwt_B1F_X17Y13,1.0,2.0,94.0,75.0,v2
GW-154,wwt_1F_X03Y08,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-154,1,WORK,medium,2.0,,,False,Y1_SKHynix,154,wwt_1F_X03Y08,1.0,3.0,11.0,105.0,v2
GW-176,wwt_B1F_X15Y16,WORK_AREA,work_area,WWT,B1F,,POINT,SHORT_STAY,GW-176,1,WORK,medium,2.0,,,False,Y1_SKHynix,176,wwt_B1F_X15Y16,1.0,2.0,83.0,55.0,v2
GW-265,wwt_2F_X14Y12,WORK_AREA,work_area,WWT,2F,,POINT,SHORT_STAY,GW-265,1,WORK,medium,2.0,,,False,Y1_SKHynix,265,wwt_2F_X14Y12,1.0,10.0,76.0,82.0,v2
GW-163,wwt_1F_X14Y05,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-163,1,WORK,medium,2.0,,,False,Y1_SKHynix,163,wwt_1F_X14Y05,1.0,3.0,76.0,124.0,v2
GW-162,wwt_1F_X14Y13,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-162,1,WORK,medium,2.0,,,False,Y1_SKHynix,162,wwt_1F_X14Y13,1.0,3.0,76.0,75.0,v2
GW-157,wwt_1F_X13Y07,WORK_AREA,work_area,WWT,1F,,POINT,SHORT_STAY,GW-157,1,WORK,medium,2.0,,,False,Y1_SKHynix,157,wwt_1F_X13Y07,1.0,3.0,71.0,111.0,v2
GW-356,비상발전기동_2F,WORK_AREA,work_area,비상발전기동,2F,,POINT,SHORT_STAY,GW-356,1,WORK,medium,2.0,,,False,Y1_SKHynix,356,비상발전기동_2F,11.0,32.0,24.0,3.0,v2
GW-311,비상발전기동_1F_x:04,WORK_AREA,work_area,비상발전기동,1F,,POINT,SHORT_STAY,GW-311,1,WORK,medium,2.0,,,False,Y1_SKHynix,311,비상발전기동_1F_x:04,11.0,31.0,24.0,3.0,v2
GW-220,upw_1F_X11Y02,TRANSIT,work_area,저수조,1F,,POINT,SHORT_STAY,GW-220,1,MOVE,medium,2.0,,,False,Y1_SKHynix,220,upw_1F_X11Y02,4.0,8.0,13.0,60.0,v2
GW-383,bl_1BL_1F_X07Y04,TRANSIT,work_area,지원_1BL,1F,,POINT,SHORT_STAY,GW-383,1,MOVE,medium,2.0,,,False,Y1_SKHynix,383,bl_1BL_1F_X07Y04,12.0,44.0,24.0,66.0,v2
GW-382,bl_1BL_2F_X07Y04,TRANSIT,work_area,지원_1BL,2F,,POINT,SHORT_STAY,GW-382,1,MOVE,medium,2.0,,,False,Y1_SKHynix,382,bl_1BL_2F_X07Y04,12.0,45.0,30.0,65.0,v2
GW-251,bl_1BL_B2F_타워크레인_FAB_1-3,TRANSIT,work_area,지원_1BL,B2F,,POINT,SHORT_STAY,GW-251,1,MOVE,medium,2.0,,,False,Y1_SKHynix,251,bl_1BL_B2F_타워크레인_FAB_1-3,12.0,42.0,101.0,65.0,v2
GW-374,bl_1BL_B1F_X12Y09,TRANSIT,work_area,지원_1BL,B1F,,POINT,SHORT_STAY,GW-374,1,MOVE,medium,2.0,,,False,Y1_SKHynix,374,bl_1BL_B1F_X12Y09,12.0,43.0,76.0,21.0,v2
GW-381,bl_1BL_2F_X07Y11,TRANSIT,work_area,지원_1BL,2F,,POINT,SHORT_STAY,GW-381,1,MOVE,medium,2.0,,,False,Y1_SKHynix,381,bl_1BL_2F_X07Y11,12.0,45.0,84.0,67.0,v2
GW-250,bl_1BL_B1F_1층초입,TRANSIT,work_area,지원_1BL,B1F,,POINT,SHORT_STAY,GW-250,1,MOVE,medium,2.0,,,False,Y1_SKHynix,250,bl_1BL_B1F_1층초입,12.0,43.0,33.0,17.0,v2
GW-396,bl_1BL_1F_X12Y08,TRANSIT,work_area,지원_1BL,1F,,POINT,SHORT_STAY,GW-396,1,MOVE,medium,2.0,,,False,Y1_SKHynix,396,bl_1BL_1F_X12Y08,12.0,44.0,89.0,23.0,v2
GW-373,bl_1BL_B1F_X07Y15,TRANSIT,work_area,지원_1BL,B1F,,POINT,SHORT_STAY,GW-373,1,MOVE,medium,2.0,,,False,Y1_SKHynix,373,bl_1BL_B1F_X07Y15,12.0,43.0,128.0,52.0,v2
GW-394,bl_1BL_1F_X07Y22,TRANSIT,work_area,지원_1BL,1F,,POINT,SHORT_STAY,GW-394,1,MOVE,medium,2.0,,,False,Y1_SKHynix,394,bl_1BL_1F_X07Y22,12.0,44.0,206.0,66.0,v2
GW-395,bl_1BL_1F_X07Y17,TRANSIT,work_area,지원_1BL,1F,,POINT,SHORT_STAY,GW-395,1,MOVE,medium,2.0,,,False,Y1_SKHynix,395,bl_1BL_1F_X07Y17,12.0,44.0,148.0,65.0,v2
GW-318,bl_2BL_비계_x34_망실,TRANSIT,work_area,지원_2BL,B2F,,POINT,SHORT_STAY,GW-318,1,MOVE,medium,2.0,,,False,Y1_SKHynix,318,bl_2BL_비계_x34_망실,13.0,46.0,140.0,802.0,v2
GW-385,bl_2BL_B1F_X28Y10,TRANSIT,work_area,지원_2BL,B1F,,POINT,SHORT_STAY,GW-385,1,MOVE,medium,2.0,,,False,Y1_SKHynix,385,bl_2BL_B1F_X28Y10,13.0,47.0,87.0,139.0,v2
GW-242,bl_2BL_B2F_인동선_X44,TRANSIT,work_area,지원_2BL,B2F,,POINT,SHORT_STAY,GW-242,1,MOVE,medium,2.0,,,False,Y1_SKHynix,242,bl_2BL_B2F_인동선_X44,13.0,46.0,41.0,14.0,v2
GW-372,bl_2BL_B1F_X21Y10,TRANSIT,work_area,지원_2BL,B1F,,POINT,SHORT_STAY,GW-372,1,MOVE,medium,2.0,,,False,Y1_SKHynix,372,bl_2BL_B1F_X21Y10,13.0,47.0,88.0,196.0,v2
GW-390,bl_2BL_1F_X40Y11,TRANSIT,work_area,지원_2BL,1F,,POINT,SHORT_STAY,GW-390,1,MOVE,medium,2.0,,,False,Y1_SKHynix,390,bl_2BL_1F_X40Y11,13.0,48.0,92.0,56.0,v2
GW-397,bl_2BL_1F_X24Y11,TRANSIT,work_area,지원_2BL,1F,,POINT,SHORT_STAY,GW-397,1,MOVE,medium,2.0,,,False,Y1_SKHynix,397,bl_2BL_1F_X24Y11,13.0,48.0,92.0,180.0,v2
GW-376,bl_2BL_B1F_X43Y10,TRANSIT,work_area,지원_2BL,B1F,,POINT,SHORT_STAY,GW-376,1,MOVE,medium,2.0,,,False,Y1_SKHynix,376,bl_2BL_B1F_X43Y10,13.0,47.0,86.0,26.0,v2
GW-384,bl_2BL_B1F_X37Y08,TRANSIT,work_area,지원_2BL,B1F,,POINT,SHORT_STAY,GW-384,1,MOVE,medium,2.0,,,False,Y1_SKHynix,384,bl_2BL_B1F_X37Y08,13.0,47.0,69.0,70.0,v2
GW-398,bl_2BL_1F_X31Y11,TRANSIT,work_area,지원_2BL,1F,,POINT,SHORT_STAY,GW-398,1,MOVE,medium,2.0,,,False,Y1_SKHynix,398,bl_2BL_1F_X31Y11,13.0,48.0,92.0,125.0,v2
GW-247,bl_3BL_B2F_인동선_X69,TRANSIT,work_area,지원_3BL,B2F,,POINT,SHORT_STAY,GW-247,1,MOVE,medium,2.0,,,False,Y1_SKHynix,247,bl_3BL_B2F_인동선_X69,14.0,50.0,48.0,83.0,v2
GW-245,bl_3BL_B2F_타워크레인_FAB_3-6_X47,TRANSIT,work_area,지원_3BL,B2F,,POINT,SHORT_STAY,GW-245,1,MOVE,medium,2.0,,,False,Y1_SKHynix,245,bl_3BL_B2F_타워크레인_FAB_3-6_X47,14.0,50.0,31.0,277.0,v2
GW-379,bl_3BL_B1F_X54Y09,TRANSIT,work_area,지원_3BL,B1F,,POINT,SHORT_STAY,GW-379,1,MOVE,medium,2.0,,,False,Y1_SKHynix,379,bl_3BL_B1F_X54Y09,14.0,51.0,74.0,211.0,v2
GW-391,bl_3BL_1F_X61Y11,TRANSIT,work_area,지원_3BL,1F,,POINT,SHORT_STAY,GW-391,1,MOVE,medium,2.0,,,False,Y1_SKHynix,391,bl_3BL_1F_X61Y11,14.0,52.0,93.0,128.0,v2
GW-377,bl_3BL_B1F_X69Y09_휴게실,REST_AREA,work_area,지원_3BL,B1F,,POINT,SHORT_STAY,GW-377,1,REST,medium,2.0,,,False,Y1_SKHynix,377,bl_3BL_B1F_X69Y09_휴게실,14.0,51.0,75.0,72.0,v2
GW-278,bl_2BL_인동선_X17_망실,TRANSIT,work_area,지원_3BL,B2F,,POINT,SHORT_STAY,GW-278,1,MOVE,medium,2.0,,,False,Y1_SKHynix,278,bl_2BL_인동선_X17_망실,14.0,50.0,87.0,917.0,v2
GW-378,bl_3BL_B1F_X63Y09,TRANSIT,work_area,지원_3BL,B1F,,POINT,SHORT_STAY,GW-378,1,MOVE,medium,2.0,,,False,Y1_SKHynix,378,bl_3BL_B1F_X63Y09,14.0,51.0,75.0,128.0,v2
GW-393,bl_3BL_1F_X49Y11,TRANSIT,work_area,지원_3BL,1F,,POINT,SHORT_STAY,GW-393,1,MOVE,medium,2.0,,,False,Y1_SKHynix,393,bl_3BL_1F_X49Y11,14.0,52.0,93.0,242.0,v2
GW-147,bl_3BL_B2F_타워크레인_FAB_3-2_X58,TRANSIT,work_area,지원_3BL,B2F,,POINT,SHORT_STAY,GW-147,1,MOVE,medium,2.0,,,False,Y1_SKHynix,147,bl_3BL_B2F_타워크레인_FAB_3-2_X58,14.0,50.0,78.0,184.0,v2
GW-365,fab_클라이머_1-0,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-365,1,WORK,medium,2.0,,,False,Y1_SKHynix,365,fab_클라이머_1-0,,,540.0,870.0,v2
GW-259,본진_B동앞_보호구_걸이대,TRANSIT,work_area,,,,POINT,SHORT_STAY,GW-259,1,MOVE,medium,2.0,,,False,Y1_SKHynix,259,본진_B동앞_보호구_걸이대,,,539.0,510.0,v2
GW-236,본진_정문_진입_타각기,GATE,gate,,,,POINT,SHORT_STAY,GW-236,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,236,본진_정문_진입_타각기,,,412.0,516.0,v2
GW-280,bl_4_물류순환센터_크레인_방향계단,TRANSIT,vertical,,,,POINT,SHORT_STAY,GW-280,1,MOVE,medium,2.0,,,False,Y1_SKHynix,280,bl_4_물류순환센터_크레인_방향계단,,,756.0,513.0,v2
GW-262,bl_4_타워크레인_4-1,TRANSIT,work_area,,,,POINT,SHORT_STAY,GW-262,1,MOVE,medium,2.0,,,False,Y1_SKHynix,262,bl_4_타워크레인_4-1,,,756.0,574.0,v2
GW-132,본진_타각기_출구_4번,GATE,gate,,,,POINT,SHORT_STAY,GW-132,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,132,본진_타각기_출구_4번,,,643.0,530.0,v2
GW-363,fab_호이스트_1-4,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-363,1,WORK,medium,2.0,,,False,Y1_SKHynix,363,fab_호이스트_1-4,,,530.0,854.0,v2
GW-360,fab_클라이머_1-1,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-360,1,WORK,medium,2.0,,,False,Y1_SKHynix,360,fab_클라이머_1-1,,,530.0,868.0,v2
GW-179,wwt_호이스트_1-2,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-179,1,WORK,medium,2.0,,,False,Y1_SKHynix,179,wwt_호이스트_1-2,,,879.0,843.0,v2
GW-248,bl_4_중앙 휴계실,REST_AREA,work_area,,,,POINT,SHORT_STAY,GW-248,1,REST,medium,2.0,,,False,Y1_SKHynix,248,bl_4_중앙 휴계실,,,882.0,587.0,v2
GW-256,안전교육장_중,TRANSIT,work_area,,,,POINT,SHORT_STAY,GW-256,1,MOVE,medium,2.0,,,False,Y1_SKHynix,256,안전교육장_중,,,755.0,387.0,v2
GW-252,본진_통합관제실_입구,TRANSIT,gate,,,,POINT,SHORT_STAY,GW-252,1,MOVE,medium,2.0,,,False,Y1_SKHynix,252,본진_통합관제실_입구,,,276.0,469.0,v2
GW-246,bl_타각기 입구,GATE,gate,,,,POINT,SHORT_STAY,GW-246,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,246,bl_타각기 입구,,,119.0,209.0,v2
GW-148,본진_타각기_출구_1번,GATE,gate,,,,POINT,SHORT_STAY,GW-148,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,148,본진_타각기_출구_1번,,,605.0,530.0,v2
GW-136,wwt_펌프장,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-136,1,WORK,medium,2.0,,,False,Y1_SKHynix,136,wwt_펌프장,,,985.0,809.0,v2
GW-244,bl_4_타각기,GATE,work_area,,,,POINT,SHORT_STAY,GW-244,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,244,bl_4_타각기,,,848.0,660.0,v2
GW-135,bl_4_동측_보세창고_화장실,REST_AREA,work_area,,,,POINT,SHORT_STAY,GW-135,1,REST,medium,2.0,,,False,Y1_SKHynix,135,bl_4_동측_보세창고_화장실,,,1083.0,922.0,v2
GW-134,cub_호이스트_1-2,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-134,1,WORK,medium,2.0,,,False,Y1_SKHynix,134,cub_호이스트_1-2,,,225.0,684.0,v2
GW-313,cub_클라이머,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-313,1,WORK,medium,2.0,,,False,Y1_SKHynix,313,cub_클라이머,,,474.0,707.0,v2
GW-314,fab_호이스트_1-0,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-314,1,WORK,medium,2.0,,,False,Y1_SKHynix,314,fab_호이스트_1-0,,,539.0,835.0,v2
GW-233,본진_타각기_입구_2번_철거,GATE,gate,,,,POINT,SHORT_STAY,GW-233,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,233,본진_타각기_입구_2번_철거,,,618.0,510.0,v2
GW-369,fab_호이스트_1-2,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-369,1,WORK,medium,2.0,,,False,Y1_SKHynix,369,fab_호이스트_1-2,,,530.0,839.0,v2
GW-254,cub_호이스트_1-1,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-254,1,WORK,medium,2.0,,,False,Y1_SKHynix,254,cub_호이스트_1-1,,,225.0,710.0,v2
GW-184,wwt_호이스트_1-1,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-184,1,WORK,medium,2.0,,,False,Y1_SKHynix,184,wwt_호이스트_1-1,,,879.0,866.0,v2
GW-364,fab_호이스트_1-3,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-364,1,WORK,medium,2.0,,,False,Y1_SKHynix,364,fab_호이스트_1-3,,,530.0,845.0,v2
GW-258,본진_타각기_보호구_걸이대,GATE,work_area,,,,POINT,SHORT_STAY,GW-258,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,258,본진_타각기_보호구_걸이대,,,570.0,522.0,v2
GW-308,bl_4_컨테이너,TRANSIT,work_area,,,,POINT,SHORT_STAY,GW-308,1,MOVE,medium,2.0,,,False,Y1_SKHynix,308,bl_4_컨테이너,,,805.0,614.0,v2
GW-229,6Gate,TRANSIT,gate,,,,POINT,SHORT_STAY,GW-229,1,MOVE,medium,2.0,,,False,Y1_SKHynix,229,6Gate,,,1029.0,751.0,v2
GW-149,본진_타각기_입구_4번_철거,GATE,gate,,,,POINT,SHORT_STAY,GW-149,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,149,본진_타각기_입구_4번_철거,,,643.0,510.0,v2
GW-133,본진_타각기_출구_2번,GATE,gate,,,,POINT,SHORT_STAY,GW-133,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,133,본진_타각기_출구_2번,,,618.0,530.0,v2
GW-225,본진_내부_남자휴게실,REST_AREA,work_area,,,,POINT,SHORT_STAY,GW-225,1,REST,medium,2.0,,,False,Y1_SKHynix,225,본진_내부_남자휴게실,,,440.0,420.0,v2
GW-358,fab_호이스트_1-1,WORK_AREA,work_area,,,,POINT,SHORT_STAY,GW-358,1,WORK,medium,2.0,,,False,Y1_SKHynix,358,fab_호이스트_1-1,,,530.0,830.0,v2
GW-257,본진_타각기_앞_흡연실,REST_AREA,work_area,,,,POINT,SHORT_STAY,GW-257,1,REST,medium,2.0,,,False,Y1_SKHynix,257,본진_타각기_앞_흡연실,,,670.0,535.0,v2
GW-249,bl_TK가시설_초입,TRANSIT,work_area,,,,POINT,SHORT_STAY,GW-249,1,MOVE,medium,2.0,,,False,Y1_SKHynix,249,bl_TK가시설_초입,,,58.0,414.0,v2
GW-232,본진_타각기_출구_3번,GATE,gate,,,,POINT,SHORT_STAY,GW-232,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,232,본진_타각기_출구_3번,,,631.0,530.0,v2
GW-309,bl_4_물류순환센터_입구,TRANSIT,gate,,,,POINT,SHORT_STAY,GW-309,1,MOVE,medium,2.0,,,False,Y1_SKHynix,309,bl_4_물류순환센터_입구,,,803.0,532.0,v2
GW-227,본진_타각기_입구_3번_철거,GATE,gate,,,,POINT,SHORT_STAY,GW-227,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,227,본진_타각기_입구_3번_철거,,,631.0,510.0,v2
GW-255,본진_B동_후면_타각기,GATE,work_area,,,,POINT,SHORT_STAY,GW-255,1,ACCESS,medium,2.0,,,False,Y1_SKHynix,255,본진_B동_후면_타각기,,,531.0,421.0,v2
GW-231,154kV_휴게실,REST_AREA,work_area,,,,POINT,SHORT_STAY,GW-231,1,REST,medium,2.0,,,False,Y1_SKHynix,231,154kV_휴게실,,,378.0,539.0,v2
